name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
Regice,Sprites/378MS.png,Aqua,TypeLabels/Ice.png,,,,mp2.png,,,2,Ice,,"Lock-On Purple> At the start of your turn, instead of an MP move, this Pokemon can force opposing Pokemon within 2 steps of it to spin. If the spin results in a Purple Attack, attach a Lock-On marker to that Pokemon. Your turn ends.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,5,Protect,,This Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,13,Hammer Arm,160,This Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,18,Ice Beam,90,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Multiblast,120,Knocks out all Pokemon that have Lock-On markers attached to them,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,Sprites/379MS.png,CadetBlue,TypeLabels/Steel.png,,,,mp2.png,,,2,Steel,,"Lock-On Gold> At the start of your turn, instead of an MP move, this Pokemon can force opposing Pokemon within 2 steps of it to spin. If the spin results in a Gold Attack, attach a Lock-On marker to that Pokemon. Your turn ends.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,5,Protect,,This Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,13,Hammer Arm,160,This Pokemon gains Wait,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,18,Thunder Wave,★★,The battle opponent becomes paralyzed,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Multiblast,120,Knocks out all Pokemon that have Lock-On markers attached to them,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latias, Mega",Sprites/380MMS.png,Blue,TypeLabels/Dragon.png,HotPink,TypeLabels/Psychic.png,mega.png,mp3.png,,,3,Dragon,Psychic,"Streamlined Mirage> When this Pokemon is on the field, the Gold Attacks of battle opponents of your Dragon-type and Psychic-type Pokemon become White Attacks.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",3,3,Fly,★★★,This Pokemon jumps over the battle opponent and lands 1-2 steps away,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,15,Psychic,150,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",3,19,Fly,★★★,This Pokemon jumps over the battle opponent and lands 1-2 steps away,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Draco Meteor,★,"One other Pokemon on the field spins - if they spin a miss or a 70+ White Attack, they are knocked out",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,Sprites/380MS.png,Blue,TypeLabels/Dragon.png,HotPink,TypeLabels/Psychic.png,,mp3.png,,"Latias, Mega",3,Dragon,Psychic,"Hallucination> If this Pokemon is knocked out, it is removed from the duel.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",3,3,Fly Away,★★★,This Pokemon jumps over the battle opponent and lands on a surrounding point,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,8,Mist Ball,140,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,16,Dragon Breath,120,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",3,19,Fly Away,★★★,This Pokemon jumps over the battle opponent and lands on a surrounding point,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,24,Psychic,80,,,,,,,,,,,,,,,,,,,,,,
"Latios, Mega",Sprites/381MMS.png,Blue,TypeLabels/Dragon.png,HotPink,TypeLabels/Psychic.png,mega.png,mp3.png,,,3,Dragon,Psychic,"Streamlined Flash> When this Pokemon is on the field, the effects of Abilities that decrease damage that your Dragon-type and Psychic-type Pokemon deal, and the effects of Abilities that increase damage that battle opponents of your Dragon-type and Psychic-type Pokemon deal, are nullified.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,3,Psycho Shift,,"If this Pokemon has a special condition, that condition is applied to its battle opponent and removed from the Pokemon instead","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,15,Psychic,150,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,19,Psycho Shift,,"If this Pokemon has a special condition, that condition is applied to its battle opponent and removed from the Pokemon instead","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,24,Dragon Pulse,110,Deals +50 damage if the battle opponent is a Dragon-type Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,Sprites/381MS.png,Blue,TypeLabels/Dragon.png,HotPink,TypeLabels/Psychic.png,,mp3.png,,"Latios, Mega",3,Dragon,Psychic,"Hallucination> If this Pokemon is knocked out, it is removed from the duel.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,3,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,8,Luster Purge,150,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,16,Dragon Breath,120,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,19,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,24,Psychic,90,,,,,,,,,,,,,,,,,,,,,,
Kyogre,Sprites/382MS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp2.png,"Kyogre, Primal",,2,Water,,"Primal Rage> When there are opposing Groudon, Kyogre or Rayquaza on the field, this Pokemon deals +20 damage.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,5,Break Energy,90,Your opponent's Energy plate-based effects are lost,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,7,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,15,Tidal Wave,★,All neighbor Pokemon are knocked 3 steps back and gain Wait,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,17,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,22,Hydro Pump,130,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Kyogre, Primal",Sprites/382PMS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp2.png,Kyogre,,2,Water,,"Primordial Sea> While this Pokemon is on the field Ultra Beasts do not move from the Ultra Space to the field by the effects of Abilities or Attacks. When this Pokemon is knocked out in battle, it may go back to being Kyogre without moving to the P.C..","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,2,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,4,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,12,Origin Pulse,★★,"Spin for all opposing Pokemon on the field. If they spin a Miss (including a Miss due to paralyzed or burned conditions), they are knocked out. If they spin a Blue Attack, they move to the bench and gain Wait","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,13,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,15,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,24,Hydro Pump,160,,,,,,,,,,,,,,,,,,,,,,
Groudon,Sprites/383MS.png,SaddleBrown,TypeLabels/Ground.png,,,,mp2.png,"Groudon, Primal",,2,Ground,,"Primal Rage> When there are opposing Groudon, Kyogre or Rayquaza on the field, this Pokemon deals +20 damage.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,14,Smash,130,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,19,Break Energy,100,Your opponent's Energy plate-based effects are lost,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groudon, Primal",Sprites/383PMS.png,SaddleBrown,TypeLabels/Ground.png,Red,TypeLabels/Fire.png,,mp2.png,Groudon,,2,Ground,Fire,"Desolate Land> While this Pokemon is on the field, Ultra Beasts knocked out by its Attack damage are excluded from the duel (without moving to the Ultra Space), returning to the bench if this Pokemon leaves the field. When this Pokemon is knocked out in battle, it may go back to being Groudon without moving to the P.C.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,11,Precipice Blades,180,"Spin for all opposing Pokemon on the field. If they spin a Miss (including a Miss due to paralyzed or burned conditions), they are knocked out.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,19,Eruption,140,"This Pokemon becomes burned, ignoring effects that would prevent this Pokemon from becoming burned. While this Pokemon is burned, this attack deals +50 damage and burns the battle opponent and all Pokemon adjacent to it.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rayquaza, Mega",Sprites/384MMS.png,Blue,TypeLabels/Dragon.png,RoyalBlue,TypeLabels/Flying.png,mega.png,mp2.png,,,2,Dragon,Flying,"Ripped Sky Reign> While this Pokemon is on the field, all the Blue Attacks of battle opponents of your Dragon-type Pokemon, become Misses.
Infiltrator> This Pokemon can MP move over other Pokemon on the field.
Fight Song> Your Dragon-type and Flying-type Pokemon each deal +10 damage.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Fly,★★★,This Pokemon jumps over the battle opponent and lands 1-2 steps away,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",11,18,Extreme Speed,140,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,19,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,24,Dragon Ascent,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayquaza,Sprites/384MS.png,Blue,TypeLabels/Dragon.png,RoyalBlue,TypeLabels/Flying.png,,mp1.png,,"Rayquaza, Mega",1,Dragon,Flying,"Primal Rage> When there are opposing Groudon, Kyogre or Rayquaza on the field, this Pokemon deals +20 damage. Air Lock> While this Pokemon is on the bench, it gains +1 MP. While this Pokemon is on the field, your Pokemon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,7,Fly,★★★,This Pokemon jumps over the battle opponent and lands 1-2 steps away,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",9,17,Extreme Speed,140,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Break Energy,60,Your opponent's Energy plate-based effects are lost,,,,,,,,,,,,,,,,,,,,,
"Deoxys, Attack",Sprites/386AMS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,,2,Psychic,,"Reflective Laser> Once per turn, you can force your opponent to spin again.
Form Herd> The 3-Pokemon limit does not apply to this Pokemon in your deck.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,14,Psycho Boost,130,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,16,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Dimensional Slip,★★★,This Pokemon moves to the bench and gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deoxys, Defense",Sprites/386DMS.png,HotPink,TypeLabels/Psychic.png,,,,mp1.png,,,1,Psychic,,"Shelter> This Pokemon and your Pokemon next to it will be protected from instant knock out effects of Attacks.
Form Herd> The 3-Pokemon limit does not apply to this Pokemon in your deck.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,2,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",15,17,Psycho Barrier,★★,This Pokemon gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,19,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,24,Counter,0,"If the battle opponent's Attack is 20 or more, the opponent is knocked out instead of this Pokemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deoxys, Normal",Sprites/386MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,,2,Psychic,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,6,Psychic,50,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,12,Psycho Boost,90,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,16,Psychic,50,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,18,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Teleport,★★★,This Pokemon moves 2 steps away,,,,,,,,,,,,,,,,,,,,,
"Deoxys, Speed",Sprites/386SMS.png,HotPink,TypeLabels/Psychic.png,,,,mp3.png,,,3,Psychic,,"Cross Wind> While this Pokemon is on the bench, it gains +1 MP.
Form Herd> The 3-Pokemon limit does not apply to this Pokemon in your deck.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,9,Extreme Speed,20,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,11,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,24,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torterra,Sprites/389MS.png,LawnGreen,TypeLabels/Grass.png,SaddleBrown,TypeLabels/Ground.png,,mp1.png,,,1,Grass,Ground,Cornerstone> Your Pokemon can move over this Pokemon when using an MP move.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,8,Crunch,100,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,9,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,16,Earthquake,120,"All Pokemon on the field spin, except this one. If they spin a miss, they are knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,23,Withdraw,,This Pokemon gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,
Infernape,Sprites/392MS.png,Red,TypeLabels/Fire.png,Maroon,TypeLabels/Fighting.png,,mp2.png,,,2,Fire,Fighting,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,5,Detect,,"On the next turn, this Pokemon gains +1 MP","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,14,Drive Kick,150,"If the batte opponent is knocked out, this Pokemon claims its previous spot and gains Wait","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,17,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,24,Mach Punch,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empoleon,Sprites/395MS.png,LightSeaGreen,TypeLabels/Water.png,CadetBlue,TypeLabels/Steel.png,,mp2.png,,,2,Water,Steel,"Diving Entry> When moving this Pokemon from the bench, it can only move to one space away from the entry point. Your turn ends.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,6,Ice Beam,70,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,14,Aqua Jet,30,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,16,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,24,Hydro Pump,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidoof,Sprites/399MS.png,DarkGray,TypeLabels/Normal.png,,,,mp3.png,,Bibarel,3,Normal,,Form Herd> The 3-Pokemon limit does not apply to this Pokemon.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Dig,★★,You can move this Pokemon to an open spot next to an adjacent figure (or adjacent figures in succession to the first).,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,15,Hyper Fang,170,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",5,21,Quick Attack,90,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinx,Sprites/403MS.png,Yellow,TypeLabels/Electric.png,,,,mp3.png,,Luxio,3,Electric,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",16,16,Spark,30,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,19,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,24,Blind,,This Pokemon moves 1-2 steps back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxio,Sprites/404MS.png,Yellow,TypeLabels/Electric.png,,,,mp2.png,,Luxray,2,Electric,,Blue Spark> The Dodges of opposing Pokemon adjacent to this Pokemon become Misses.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,1,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,6,Bite,50,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,14,Thunder Fang,70,"If this Pokemon is knocked out, the battle opponent becomes paralyzed","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,19,Bite,50,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,20,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",4,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Luxray,Sprites/405MS.png,Yellow,TypeLabels/Electric.png,,,,mp2.png,,,2,Electric,,Blue Spark> The Dodges of opposing Pokemon adjacent to this Pokemon become Misses.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,1,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,7,Fire Fang,70,The battle opponent becomes burned. The battle opponent now has Wait,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,15,Quick Attack,50,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,21,Ice Fang,70,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,22,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Cranidos,Sprites/408MS.png,Sienna,TypeLabels/rock.png,,,,mp2.png,,Rampardos,2,Rock,,"Thick Skull> Restored Pokemon. After this Pokemon battles, it may evolve if it is on the field. During the turn this Pokemon moves from the bench to the field, this Pokemon deals +30 damage and gains +1★.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,8,Head Smash,120,This Pokemon gains Wait 3.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,10,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,15,Headbutt,80,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,22,Knock Away,★,The battle opponent is knocked back one step and gains Wait.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampardos,Sprites/409MS.png,Sienna,TypeLabels/rock.png,,,,mp2.png,,,2,Rock,,"Thick Skull> Restored Pokemon (if evolved). If this Pokemon has evolved, you may activate this ability to give this Pokemon +1MP, +30 damage, +1★, clear its Wait conditions, clear its Special Conditions, and it can MP move through other Pokemon. If you do, this unit must battle this turn, is eliminated after the battle and cannot win the game by landing on the opponent’s goal.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,10,Head Smash,190,This Pokemon gains Wait 3.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,13,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,19,Ancient Power,160,"While they are on the field, your Restored Pokemon deal +10 damage and gain +1★.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",2,21,Fissure,★,The battle opponent is knocked out.,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",3,24,Pursuit,80,"If the battle opponent has any movement-reducing effects applied to it, this attack deals +50 damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shieldon,Sprites/410MS.png,Sienna,TypeLabels/rock.png,CadetBlue,TypeLabels/steel.png,,mp2.png,,Bastiodon,2,Rock,Steel,"Shield Bash> Restored Pokemon. After this Pokemon battles, it may evolve if it is on the field. During the turn this Pokemon moves from the bench to the field, this Pokemon’s Misses become Dodges.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,8,Block,,The battle opponent gains a -1MP marker.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,15,Metal Sound,★★,The battle opponent is now confused.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,22,Headbutt,80,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastiodon,Sprites/411MS.png,Sienna,TypeLabels/rock.png,CadetBlue,TypeLabels/steel.png,,mp1.png,,,1,Rock,Steel,"Shield Bash> Restored Pokemon (if evolved). If this Pokemon has evolved, this Pokemon may knock an adjacent Pokemon and all Pokemon behind it in a straight line back as far as possible and give them Wait X, where X is the number of Pokemon affected by this ability. This Pokemon gains Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",10,11,Block,,The battle opponent gains a -1MP marker.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,17,Iron Defense,★★,"Until the end of your next turn, this Pokemon’s attacks cannot become misses.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Ancient Power,160,"While they are on the field, your Restored Pokemon deal +10 damage and gain +1★.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combee,Sprites/415MS.png,YellowGreen,TypeLabels/Bug.png,RoyalBlue,TypeLabels/Flying.png,,mp3.png,,Vespiquen,3,Bug,Flying,Thicket Slip> This Pokemon can MP Move past Grass-type Pokemon on the field.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,3,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",11,14,Sweet Scent,★,One Pokemon within 3 steps' range is drawn 1-2 steps closer to this Pokemon and gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Gust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespiquen,Sprites/416MS.png,YellowGreen,TypeLabels/Bug.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Bug,Flying,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,7,Defend Order,,You may move one of your Combee on the field next to this Pokemon,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,14,Power Gem,50,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,22,Attack Order,80+,Damage +30 for each of your own neighboring Combee,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Drifloon,Sprites/425MS.png,DarkViolet,TypeLabels/Ghost.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,Driftblim,2,Ghost,Flying,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Take Away,★★,"If the battle opponent's MP is the same or higher than this Pokemon's MP, the battle opponent moves to your P.C.. If it does, this Pokemon moves to the bench","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,16,Astonish,50,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,22,Tailwind,★★★,Your Flying-type Pokemon gain +1 MP until the end of your next turn (to a maximum of MP 4),"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,Sprites/426MS.png,DarkViolet,TypeLabels/Ghost.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Ghost,Flying,"Aftermath Soul> When this Pokemon is knocked out, you may knock out one of your Drifloon on the field and all Pokemon adjacent to it.
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,10,Shadow Beam,130,"In the battle opponent's next battle, that Pokemon's Purple Attacks become Misses","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,15,Hex,100,"If the battle opponent is affected by a special condition, deal x2 damage","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Take Away,★★,"If the battle opponent's MP is the same or higher than this Pokemon's MP, the battle opponent moves to your P.C.. If it does, this Pokemon moves to the bench",,,,,,,,,,,,,,,,,,,,,,,,,,,,
